,E_Mail,Label
258,"['Devamı', 'Download', '–', 'İzlediğiniz', '…', 'Download', '•', '✓', '🙂', '8', '22', '•', 'Devamı', '18', '●', '←', '•', '•', '›', '—', '•', 'Devamı', '16', '—', '72', '25', '»', '»', '■', '29', 'PDF', '72', '28', '»', '♦', '●', '”', 'n', '9', '22', '→', 'Home', '…', 'Cevapları', '•', 'Devamı', '√', '8', 'PDF', '–', '←', 'PDF', '►', '✔', '27', 'PDF', '•', '19', '§', '»', '41', '73', '28', '”', '•', '✔', '16', 'Download', '■', '►', '■', 'Home', '4', 'Haberler', '•', '”', '►', '“', '·', '21', '😉', '16', '61', '27', '✔', '22', '–', '♥', 'Anasayfa', '→', '»', '→', '■', 'Devamı', '§', 'Download', 'Teşekkürler', 'Download', '•', '✓', '”', '14', '19', '•', '»', '—', '»', '24', 'Mevlana', '23', '·', '“', '»', '—', 'Mevlana', '16', 'Devamı', 'Devamı', '·', '14', 'PDF', '29', '″', 'Devamı', '♥', '♥', '•', '27', '»', '26', '»', '—', 'Etiketler', '»', '3', 'İzlediğiniz', '·', '”', '19', '2017', 'Devamı', 'Devamı', '21', '6', '74', 'Devamı', 'Devamı', '25', '–', '”', '·', '✔', 'Download', '←', 'Devamı', '–', '13', '•', '”', '”', 'Download', '”', '”', '🙂', '·', '72', '”', 'Download', '✔', '–', '»', '—', 'Devamı', 'Haberler', '17', '»', '»', '7', '→', '😊', 'Etiketler', '»', 'Devamı', 'Devamı', 'Anasayfa', 'Devamı', '29', 'Devamı', '”', '—', '→', '✔', 'Download', '36', '28', '›', 'Download', '→', '19', '●', 'PDF', '18', 'Download', '·', '→', 'Download', '•', '…', '17', '12', '8', '43', '“', '18', '—', '—', 'Devamı', 'Devamı', 'Download', '→', '•', 'Devamı', '8', '·', '✔', '—', '→', '►', '●', '”', '1', '✔', '73', '18', '»', '”', '”']",spam
259,"['”', 'Etiketler', '»', '•', '·', '27', 'Download', 'PDF']",ham
260,"['←', '”', '·', '7', '√', '—', '2', '»', '43', 'Haberler', 'Download', '–', 'Devamı', '√', '·', '1', '»', '–', '·', '»', '🙂', 'Devamı', '…', '→', '—', 'Devamı', '“', '19', '22', '41', '12', '√', '26', '15', 'Download', '16', 'PDF', '28', '●', '🙂', '36', 'Anasayfa', '🙂', '·', '29', '16', '2', '5', '″', '9', 'Devamı', 'n', '42', '—', '→', '•', '74', '—', '”', '…', '→', '”', '»', '17', '·', '🙂', '›', '■', '—', '·', 'Home', '17', '😀', 'Anasayfa', 'Download', '»', '—', '3', '·', '·', '»', '§', 'Haberler', '·', '—', '23', '13', '”', 'Download', '15', '69', '→', 'Yoksa', '—', '»', '36', '27', 'Devamı', 'PDF', '•', '”', '28', '—', '14', '♥', '[UNK]', '→', '←', '●', '24', '»', '—', '—', '■', '”', '●', '·', '19', '5', '72', 'Devamı', '18', '😉', '»', '→', '›', '←', '”', '21', '”', 'Home', '🙂', '♥', '25', '15', '·', '■', '→', '😀', '—', '26', '“', '•', '♦', '√', 'Devamı', '»', '–', '»', '27', '»', 'Home', '■', '♥', 'Yoksa', '15', '16', '•', '►', 'PDF', '21', '√', '→', 'PDF', '•', '9', '·', '→', '39', 'Home', 'Devamı', '26', '←', '43', '73', '●', 'İzlediğiniz', 'Devamı', '»', 'Devamı', '3', '14', '»', '”', '♦', '→', '→', 'Yoksa', '→', '3', '•', '14', '»', '»', 'Devamı', '26', '♥', '•', '19', '16', '–', '→', '13', '27', '21', '·', '•', 'Etiketler', '3', '·', '🙂', '←', '→', 'Download', '26', '♦', 'Ayrıca', '12', '»', '»', '•', '•', '🙂', '16', '■', 'Devamı', '←', '»', '16', '•', '”', '16', 'Devamı', '»', '6', '·', '←', '»', '6', 'PDF', 'Home', 'Haberler', '●', '14', '17', '″', '—', '🙂', 'Cevap', '”', '9', '—', 'Bu', '—', 'PDF', 'PDF', 'PDF', '»', '27', '41', 'Anasayfa', 'PDF', '✔', '1', '”', 'Cevap', '✓', '—', '”', '16', '“', 'Mevlana', '”', '74', '”', '36', '”', '←', '»', '”', '2017', '😀', 'Ayrıca', '”', 'Devamı', 'Mevlana', '·', '►', '“', '♥', 'Yoksa', '»', '13', '»', '—', '»', '✔', '•', '·', '—', 'Devamı', '→', 'Download', '25', '22', 'Download', '27', '”', 'Download', '9', 'Etiketler', '»', '🙂', '”', '✔', '”', '•', '”', '1', 'Mevlana', '69', '✔', '→', 'PDF', '·', '22', '✔', 'Devamı', 'Download', '”', '»', '14', 'PDF', 'Selamlar', '😀', '😊', '·', '11', '←', '■', '·', 'PDF', '”', '•', 'Anasayfa', 'Download', '😊', 'Home', 'PDF', '»', 'Cevapları', '→', 'PDF', '←', '→', '›', 'Download', '23', '→', '25', '8', 'Home', '😉', '15', '19', '←', '»', 'PDF', '…', '•', '13', 'Download', '🙂', '”', '”', 'Devamı', '»', 'Devamı', 'PDF', 'Haberler', 'Devamı', '8', '—', 'Haberler', '2017', '·', '»', '27', 'PDF', '😊', 'İzlediğiniz', '→', 'Devamı', '·', '🙂', '2', '✔', '36', '›', '♥', '→', '·', 'Download', '15', 'Devamı', '›', 'PDF', 'PDF', '●', '”', '36', '10', '6', '😀', 'Devamı', '27', '74', '”', '—', '14', 'Download', '·', '16']",spam
261,"['§', '”', '13', '·', '8', 'Devamı', '♥', '•', '»', '12', '”', '•', 'Download', 'Neden', '360', '›', 'Devamı', '21', '23', 'Bu', '26', 'Ayrıca', '»', '»', '–']",ham
262,"['Mevlana', '■', '”', 'Devamı', '360', '21', '•', '→', '✔', '”', '♥', 'PDF', 'PDF', '15', 'Devamı', 'Devamı', '1', '12', '[UNK]', '9', 'Anasayfa', '16', 'n', '·', '24', '→', 'Download', '»', '61', '11', '✔', '—', '✔', '►', '16', 'Mevlana', '●', '♥', '»', 'PDF', 'Devamı', 'Cevap', '6', '21', '■', 'PDF', '•', '—', '″', '5', '→', '17', '–', '9', '•', '›', '”', 'Neden', '•', '360', 'Devamı']",spam
263,"['–', '»', 'Teşekkürler', 'Download', '←', 'Devamı', '22', '😀', 'Devamı', '😀', '5', '·', '·', '4', '»']",ham
264,"['←', '·', 'Bu', 'Haberler', '—', '…', '24', '“', 'Devamı', '»', '•', '4']",ham
265,"['74', '“', '26', 'Download', '2017', 'Devamı', '•', '»', '»', '←', '26', 'Anasayfa', '»', '🙂', 'Download', '·', '•', 'PDF']",ham
266,"['←', '23', '·', '·', '♥', '6', '·', '😉', '14', '—', '”', '√', '♥', '7', '14', '»', 'Download', '•', 'İzlediğiniz', '23', '•', '■', '9', 'PDF', '✔', 'Download', '✓', '11', '15', 'Devamı', 'Devamı', '16', '24', '26', 'Devamı', '●', '15', 'Devamı', '72', '»', '…', '13', '25', 'Devamı', 'n', '24', 'Devamı', '←', 'İzlediğiniz', 'PDF', 'Download', '·', '”', '”', '•', 'Etiketler', '21', '🙂', 'PDF', '■', '”', 'Download', '·', 'Bu', '—', '27', 'Devamı', 'Yoksa', '—', '”', 'Download', 'Download', '»', '360', '—', '14', 'Mevlana', '”', 'Download', '22', '›', '”', 'Devamı', '·', 'Devamı', '■', '■', '19', 'PDF', '26', 'n', '23', 'Devamı', 'Yoksa', '😀', '·', '»', '—', '—', 'Selamlar', '•', '→', '2017', 'Devamı', '17', '21', '—', 'PDF', '→', 'Devamı', '[UNK]', '23', 'Devamı', '😉', '16', '●', '6', '•', '72', '15', 'Download', '7', '—', 'Devamı', '♥', '10', '36', '2', 'Download', '”', '■', 'PDF', '·', '69', '♦', '23', '“', '”', '8', '♥', '•', '28', '9', '9', 'PDF', '“', '4', '»', '—', 'Neden', '29']",ham
267,"['27', 'PDF', '”', '17', '27', '2', '😀', '41', '•', 'Download', '”', 'PDF', '16', '”', '»', '16', '•', 'İzlediğiniz', '·', '»', '🙂', '·', 'Bu', 'Etiketler', '17', '·', '29', '●', '6', '9', 'PDF', '”', 'PDF', '7', 'Cevap', '26', '“', 'Neden', '·', '”', '9', 'PDF', '♥', '✔', '21', '»', '§', '→', '→', '24', '13', '·', 'Mevlana', '11', '✔', '42', '…', '–', '😀', '—', '29', '12', 'PDF', '—', '←', 'Devamı', '»', '“', 'n', '72', '36', 'Devamı', '19', '✔', 'Devamı', 'Anasayfa', '•', '·', '•', '″', '»', 'Devamı', 'Download', 'Download', '21', '•', '—', '14', '”', '♦', '→', '“', 'Devamı', '“', '19', '74', '39', '13', '♦', '8', '•', '—', '—', '”', '29', '”', '42', '←', '26', '82', 'PDF', 'Etiketler', '»', '—', '·', '10', 'Etiketler', '19', '›', '·', '61', '39', 'PDF', '😀', 'Devamı', '·', 'PDF', '36', '19', '•', '24', '→', '28', '–', '9', '♥', '►', '■', '🙂', '→', '13', '22', '—', '″', 'PDF', '22', '“', '—', '8', '69', '6', 'Yoksa', '”', '”', 'Devamı', '»', '…', '•', '”', '13', '·', '…', '13', 'Download', '[UNK]', '—', '←', '23', '15', 'Devamı', '»', '”', '39', '13', 'Yoksa', 'PDF', '9', '–', 'Mevlana', '12', '6', 'PDF', 'Download', '😊', '…', '21', '”', 'Download', '8', '→', '29', '—', '→', 'PDF', '•', '—', '[UNK]', '”', '›', '—', '74', '—', '→', '82', '♥', '”', '§', 'PDF', 'Download', '›', '14', '23', '29', '😉', '“', '•', 'PDF', '”', '—', '13', '→', '😀', '●', '😀', 'Devamı', '—', '•', 'Yoksa', 'Devamı', '§', '4', 'Devamı', '1', '♦', '•', 'Haberler', '»', '–', 'Devamı', 'Devamı', '22', 'Neden', '♦', 'Download', 'Devamı', '18', '»', '»', 'Home', '»', '•', '♥', '28', '72', '39', '·', '14', 'Download', '—', '73', '–', '✔', '8', '23', '8', '·', 'PDF', '…', '✔', '—', '§', '»', 'Devamı', '→', 'Devamı', '”', '8', 'PDF', 'Download', '17', '″', '✓', '✔', '5', '§', '·', '15', '»', 'PDF', '→', 'Devamı', 'Mevlana', '·', '6', 'Cevapları', '→', '—', '360', '—', '♦', '27', '•', '“', '[UNK]', '•', '§', '”', '😉', '√', '♥', 'Devamı', '22', 'Devamı', 'PDF', '15', '🙂', '♦', '22', 'Anasayfa', '►', '29', '✓', 'Devamı', '“', '›', '25', 'İzlediğiniz', '»', 'Devamı', '”', '”', '17', '16', 'PDF', '16', 'Devamı', '→', '–', '9', '😉', '»', '17', '»', '26', '17', '→', '›', '″', 'Download', '🙂', '7', '2017', '·', '←', 'PDF', 'Cevap', '✔', 'Mevlana', '»', '•', '→', '11', 'Devamı', '→', '·', 'Download', 'Anasayfa', '●', 'Download', '·', '🙂', 'PDF', '73', '•', 'Devamı', '23', '»', '»', '9', '·', '»', '29', '”', '·', '—', '39', '—', '»', '·', 'PDF', '→', '4', '–', 'PDF', '43', '→', '♥', '28', '·', '»', '→', '–', '»', '21', 'Selamlar', '82', '25', 'Devamı', '•', 'Neden', '”', '😀', '[UNK]', '›', '”', '15', '●', '✔', '√', 'PDF', '»', 'Devamı', '23', '42', 'Download', '§', '•', '♦', '»', 'Devamı', 'Home', '■', 'n', '🙂', '·', '10', '•', 'Devamı', '·', '»', '”', '24', 'Neden', '→', 'Download', '22', '13', '»', '26', '→', '24', '←', '36', 'Mevlana', '“', '16', '23', 'Haberler', 'Devamı', '28', '■', '14', '🙂', 'Yoksa', '[UNK]', '6', '23', '24', 'Download', '§', '43', '♥', '●', '»', '•', 'İzlediğiniz', '2017', 'Devamı', '→', 'Download', '18', 'Devamı', '”', '“', 'Yoksa', '→', 'PDF', 'Devamı', '2', '·', '27', '17', '😀', '■', '8', '»', '19', '26', '29', '→', 'Devamı', '13', '·', '41', '16', '●', '”', '✔', '—', '41', '13', '14', '14', '·', 'PDF', '4', '→', 'Devamı', '✔', 'Devamı', 'PDF', 'Selamlar', '”', '“', '😀', '►', '18', 'Download', 'Download', '♦', '2', '·', '😀', '●', '—', 'Download', '›', 'Devamı', '”', '—', '16', '8', '■', 'Cevapları', '»', '15', '”', '”', '»', '360', '·', '14', '13', '“', '4', '–', '§', '✔', '♦', '25', '›', 'Devamı', '→', '—', '”', '♥', '73', '72', '9', '8', '·', 'Download', '→', '73', '»', 'Haberler', '•', '♥', 'Home', '—', '61', 'Selamlar', '»', '›', '2', '»', 'Home', '→', '27', '»', '28', '–', 'Devamı', 'Selamlar', '43', '“', '13', 'Etiketler', '·', '—', '42', '·', '→', '36', '›', '■', 'PDF', '»', '•', 'Teşekkürler', '8', '36', '36', '♦', '23', '2017', '»', '•', '›', '✔', 'Download', '»', '…', '3', '3', '19', '✔', '—', '4', 'Ayrıca', 'Home', '→', '73', '”', '•', '►', '…', '”', '■', '8', '—', 'PDF', '–', '23', '14', 'Anasayfa', '·', '19', '🙂', '15', 'Devamı', '27', '28', '360', '»', '8', '6', '→', '»', '●', 'Selamlar', '18', '5', '73', '14', 'Devamı', '♦', '←', '4', 'PDF', 'Devamı', '·', '♦', '●', 'Download', 'n', 'İzlediğiniz', '•', '✔', '23', '–', '”', '♦', '←', '17', '•', '►', '9', '♥', '🙂', '5', '😀', 'Download', '22', '—', '■', '»', '→', 'Download', '•', '✔', '360', 'Download', '17', '»', '14', 'Devamı', '→', '14', '»', '←', '16', 'Cevapları', '22', '§', '73', '”', 'Devamı', '24', '”', '·', '41', 'Devamı', '←', 'Download', '”', '»', '→', '”', '›', '»', '—', '■', '🙂', '»', '—', '”', '23', '“', 'Devamı', 'Selamlar', 'Devamı', 'Cevapları', '73', 'Devamı', 'Download', '—', '✔', '•', '”', '·', '●', '“', '●', '►', '7', '21', '•', '→', '28', '”', '😀', '•', '19', 'Devamı', '←', 'Bu', 'Devamı', '22', '14', '·', '“', 'Devamı', 'Download', 'Devamı', '15', '•', '■', 'Devamı', '”', '·', '1', 'Devamı', '—', '»', '😊', '■', 'PDF', '12', 'Devamı', '›', '27', '”', 'Devamı', '24', '·', '»', '10', '26', 'Download', '»', '17', '…', '√', '8', '“', '69', '»', '14', '✓', '18', '”', 'Download', 'Download', '”', '√', 'Haberler', 'Teşekkürler', '39', '”', '10', '”', '27', 'Devamı', '11', '42', '›', '–', '74', '69', '29', '2017', '·', '→', '—', '■', '►', '“', 'Haberler', '16', '[UNK]', '8', '→', '→', '17', '42', '·', 'PDF', '😀', '29', '2', '→', '36', '5', '›', '→', '→', '→', '»', '😉', 'Devamı', '→', 'Download', '28', '»', '√', '2017', '”', 'n', '·', '✔', 'Devamı', '→', '9', '»', '♥', '27', '😊', '…', '10', '→', 'Download', 'Download', '·', '·', '•', 'Download', 'Download', '·', '→', '“', '•', '·', '»', '·', '»', '“', '←', '42', '18', '→', '9', 'Devamı', '4', '←', '→', '→', '§', '→', 'Anasayfa', '[UNK]', '…', 'Devamı', '2017', '—', '”', '3', '“', 'Download', '»', '✔', '26', 'Download', '”', '😀', 'Devamı', '·', '•', '23', '”', '14', '36', 'Devamı', '”', 'Devamı', '25', '18', '—', '13', '15', '→', '→', '■', '24', '21', '😉', 'Devamı', '9', '9', '”', 'Download', '•', 'Download', '·', 'Devamı', '·', '•', '😀', '13', '😀', 'Devamı', '●', '→', 'Mevlana', '21', 'Download', 'Neden', '4', '■', '—', '—', 'PDF', '27', '→', '•', '—', 'Teşekkürler', '”', 'PDF', 'Cevapları', '61', '·', '″', 'Download', '15', '·', 'Devamı', '♥', '·', '39', '24', '6', '…', 'Devamı', '🙂', '•', '1', '»', 'PDF', '→', 'PDF', '←', '”', '“', '■', '✓', '»', '»', '13', 'Devamı', 'PDF', '—', '”', '43', '→', '♥', '“', '73', 'PDF', 'Devamı', '•', 'Devamı', '·', '7', 'Devamı', '22', '19', '›']",ham
268,"['39', '•', '✔', '·', '•', '😀', '·', '2', '61', '♥', '”', '22', '●', 'Devamı', '”', '11', '🙂', 'Devamı', '21', '“', '61', '11', 'Download', '😊']",ham
269,"['»', 'Devamı', 'Selamlar', '43', '5', 'Devamı', '72', '✓', '😀', '»', 'Devamı', '»', '»', '1', 'PDF', 'Devamı', '14', 'PDF', '·', '•', 'PDF', '»', 'Devamı', '→', '·', '9', '28', '»']",spam
270,"['»', '6', 'Devamı', '»', '→', '→', '23', '74', '13', 'Haberler', '►', 'Haberler', '”', '25', 'Download', '—', '•', '»', '69', 'PDF', '→', '”', '22', 'Download', '…', '😀', 'PDF', 'Download', '12', 'PDF', '12', '24', 'Etiketler', '”', '—', '😉', 'Download', '►', '“', '🙂', '3', 'PDF', 'Devamı', '8', '27', '»', '“', '22', '→', 'Devamı', '←', '»', '22', '24', '→', '→', '»', '11', 'Download', '″', 'Bu', '←', '2017', '23', '›', '”', '●', '·', '28', '24', '→', '10', '″', '—', 'PDF', '42', '→', '»', '›', '6', '360', '41', 'Anasayfa', '●', '22', '21', '→', '14', 'PDF', 'Download', '·', '•', '15', '•', '22', '14', 'PDF', 'PDF', '—', '←', '74', '•', '22', 'PDF', '18', '73', '→', '■', '3', '🙂', '›', '19', '17', '23', 'Cevap', '3', '22', 'PDF', '4', '74', '”', '82', '←', '·', '✓', '3', '»', '•', '“', '19', 'İzlediğiniz', '·', '»', '•', '·', '✓', 'Devamı', '15', '…', 'Cevap', '●', '74', '14', '—', '23', '[UNK]', '»', '»', '→', '›', '·', '·', '●', '24', 'PDF', '74', 'PDF', '8', '–', '🙂', '“', '”', 'Devamı', '»', '·', '§', '•', '←', '»', '→', '29', '●', '2017', '■', '●', '22', '29', '·', '22', '13', '←', '17', '—', '8', '♥', '🙂', '»', '9', '28', '»', '15', '😀', '😉', '§', '11', '”', '•', 'Devamı', 'PDF', '»', '■', '•', '15', 'Download', 'Anasayfa', '—', '“', '—', 'Teşekkürler', '5', '♥', '😀', '13', 'Devamı', '”', '—', 'Download', '♥', '23', '6', 'Haberler', 'Devamı', 'Neden', '27', 'Home', '→', '17', '■', 'Devamı', '“', 'Selamlar', '36', '🙂', '“', '28', '→', '”', 'PDF', '25', 'Devamı', '→', '26', '●', 'n', '…', '21', 'Devamı', '“', '✔', '—', 'Download', 'Ayrıca', 'Devamı', 'Devamı', 'PDF', '·', '”', '😀', '39', '9', '·', 'PDF', '♥', 'Devamı', 'PDF', '23', '•', '🙂', 'PDF', 'Anasayfa', 'PDF', '21', '»', '”', '”', '←', 'n', '”', '·', 'PDF', 'Devamı', '”', '•', '6', '•', '►', '”', '”', '”', '♥', '73', 'Teşekkürler', '”', '→', 'Devamı', '“', '11', '”', '♥', '✔', 'Mevlana', '»', '…', '🙂', '14', '»', '2', '✔', 'Devamı', '22', 'Download', '“', 'PDF', '21', '●']",ham
271,[],ham
272,"['–', '·', '”', 'Home', 'Etiketler', 'PDF', 'Download', '42', '»', '●', '36', 'PDF', '✔', '■', '8', '·', '27', 'Devamı', '·', '14', '→', '—', 'PDF', '•', '·', 'Devamı', '18', '19', 'Devamı', '”', '·', '»', '39', 'PDF', 'Cevapları', '→', '”', '39', '·', '26', '»', '15', 'Devamı', 'Devamı', '—', '·', '13', '›', '16', '7', 'Cevap', '[UNK]', '”', '73', 'Haberler', '”', '»', 'Devamı', '♥', '”', '»', 'Devamı', '🙂', 'Devamı', '18', 'PDF', '26', '←', '·', '11', 'Devamı', '😀', '→', 'Devamı', '·', '3', 'Anasayfa', '→', 'Haberler', 'Devamı', '10', '✓', '”', '😀', '22', '•', 'Devamı', '—', 'Yoksa', '›', '·', 'Ayrıca', '…', '😀', '29', 'PDF', 'Devamı', '8', '13', 'Download', '”', 'Devamı', '4', 'PDF', '22', '2017', '–', '»', '”', 'PDF', 'Home', '♥', '●', 'İzlediğiniz', '5', '→', '►', '73', '»', '→', '—', '😀', '9', '22', '■', '🙂', '🙂', 'PDF', 'Devamı', '•', '·', 'Devamı', 'Download', '17', 'Devamı', '·', '”', '8', '9', 'Bu', '🙂', 'Haberler', '■', '←', 'Etiketler', '”', '15', 'İzlediğiniz', '13', '—', '″', '16', 'Mevlana', 'Devamı', 'Anasayfa', '·', '”', 'Devamı', '17']",spam
273,"['PDF', '5', 'Cevap', '”', '8', '”', '√', '»', 'n', 'Download', '→', '8', '♥', '19', '•', '●', 'Devamı', '←', '—', '26', '♥', '42', '•', '·', 'Devamı', '■', 'Bu', 'Download', '–', '●', '”', '13', '♥', '►', '■', 'Home', '″', 'n', '←', '”', '√', '6', '”', 'Haberler', '●', '…', '36', '·', '»', 'Haberler', '■', 'Devamı', '21', '15', '14', '61', '19', 'PDF', '26', '19', '…', '←', '360', '13', '—', 'İzlediğiniz', '21', 'Bu', '·', 'Haberler']",ham
274,"['»', '15', '7', '–']",ham
275,"['•', '9', 'Bu', '•', '»', '»', '§', 'PDF', '😉', 'Devamı', '»', '•', '»', 'Download', '😊', 'Home', '6', 'PDF', 'Devamı', '—', '•', '•', 'Download', '“', '»', '26', 'Devamı', '😊', '“', '22', '19', '…']",spam
276,"['Devamı', '—', '27', '—', '→', 'Anasayfa', '■', '16', '♥', 'Cevap', '►', '😀', '8', '9', 'PDF', '13', '🙂', '″', '·', '·', '🙂', '22', '»', '15', '18', '17', '←', '14', '←', '►', 'Devamı', '″', '22', '74', '·', '”', '✔', '”', '3', '»', 'Download', '»', 'Download', '“', '15', '·', '25', 'Devamı', '✔', '●', '…', 'PDF']",ham
277,"['—', '2017', '2017', 'Devamı', 'PDF', '●', '12', '●', '25', '·', 'Etiketler', '😀', '25', 'Devamı', '36', '·', '“', 'Devamı', 'Download', '36', 'Etiketler', 'Devamı', '10', '»', '6', '■', 'Devamı', 'Devamı', '28', '■', '21', '23', '•', 'Cevapları', '14', 'n', '🙂', '13', '[UNK]', '11', '■', '72', '360', '”', '✔', 'Download', '”', '»', 'Selamlar', '9', '28', 'Devamı', '←', '4', '16', '74', '■', '41', '2017', '14', 'PDF', '11', 'PDF', '»', '🙂', '•', '”', 'Home', '15', '19', '—', '♥', 'İzlediğiniz', '►', '9', '•', '17', '»', '»', '»', '►', '·', '›', 'Cevapları', '25', '360', '4', '24', '360', '26', '»', '25', 'Selamlar']",spam
278,"['n', 'PDF', '8', '§', '»', '1', '♥', '←', 'Selamlar', '·', '–', '15', 'PDF', '·', '12', '—', '←', '”', 'Haberler', '→', '😀', '21', 'Home', 'Download', 'Download', '”', '●', '►', '14', '17', '♦', '😉']",ham
279,"['11', '”', 'PDF', '😀', 'Devamı', '–', 'Devamı', '”', '29', 'Devamı', '…', '·', '■', 'n', 'Download', '✔', '·', '21', '360', '[UNK]', '23', 'Devamı', '—', '♥', '74', '—', 'Home', '·', '14', 'Download', '43', '»', 'PDF', 'Devamı', '27', '·', '”', '42', '»', '18', '·', '→', '73', '§', '♦', 'Download', '·', '82', '8', '42', 'PDF', 'PDF', '8', '[UNK]', '69', 'Devamı']",spam
280,"['PDF', '43', 'Download', '9', '”', 'PDF', 'Download', '»', 'Download', '7', 'PDF', '16', '4', '🙂', '✓', '12', '●', '§', '→', '»', '8', '●', '→', '1', '§', '—', 'Devamı', '♥', 'Devamı', 'Download', '–', 'Devamı', '16', '19', '”', '›', '»', 'Devamı', '»', '►', '●', 'Yoksa', '✔', '•', '»', '·', 'Etiketler', '←', '😊', '→', '»', '14', 'Devamı', 'Devamı', '14', '73', '“', '—', '»', 'Download', '»', '15', '›', '🙂', '·', '1', 'Download', '■', '·', '—', 'Download', '8', '2017', '”', '→', 'Anasayfa', '“', '15', 'Home', '”', 'Download', '–', '…', '😉', 'Devamı', 'Haberler', '✔', '😉', '3', '–', '28', '♦', '73', 'Devamı', 'Neden', '←', '7', 'Download', '»', 'Devamı', '•', '15', '←', 'Download', 'Download', 'Download', '4', '»', '—', '←', '—', '→', 'Devamı', '24', '28', 'Devamı', '–', '8', '15', '•', '•', '•', 'Devamı', 'Ayrıca', '”', '→', '15', 'Devamı', '•', 'Download', '●', 'Etiketler', '”', 'Bu', '“', '—', 'Download', '—', '→', '42', '4', '…', '→', 'Download', 'Cevapları', '·', '“']",spam
281,"['🙂', '”', 'Devamı', '10', 'Yoksa', '”', '2017', 'Devamı', 'Devamı', 'PDF', '13', 'Devamı', '—', '19', 'PDF', 'Etiketler', 'Download', '22', 'İzlediğiniz', '18', 'Devamı', '»', '›', '→', '18', '😀', '•', '”', 'PDF', 'Download', '·', '·', '”', '→', '″', '8', 'Devamı', '»', 'Cevap', 'Devamı', '·', '”', '•', '43', '•', 'Download', 'PDF', '–', 'Download', 'PDF', '24', '19', '2', '✔', '—', '•', '»', '😉', '28', 'Devamı', '24', 'Devamı', '1', '—', 'Bu', '10', '19', '•', '13', 'PDF', '”', '”', '17', '»', '21', '22', '73', '”', '✔', '😀', 'Devamı', '—', '”', 'Download', '→', '•', '36', 'Devamı', '—', '•', '2017', 'Devamı', '→', 'Devamı', 'Download', '42', 'Devamı', '9', '»', '8', 'Anasayfa', '…', '»', '»', 'Devamı', '“', 'Devamı', '15', '♦', '“', '•', 'Etiketler', 'Download', 'PDF', '2017', 'Cevap', 'Devamı', '“', '24', 'Devamı', '😊', '—', 'Teşekkürler', '…', '—', '73', '69', '•', '✔', '♥', '←', 'Yoksa', 'Devamı', '→', 'Devamı', '•', '§', '—', '·', '·', '25', '21', '21', '•', 'PDF', 'Devamı', '”', '·', '18', '[UNK]', '·', '7', '›', '41', '73', '·', 'Ayrıca', '•', '•', '→', '»', '29', '·', '72', '6', 'Mevlana', '”', '»', 'Devamı', '23', '…', 'Download', '17', 'Devamı', '3', '—', '■', '360', '·', 'Devamı', '1', '←', '”', '4', '»', '13', '♥', '“', '•', 'Download', '→', 'Devamı', '74', '4', 'Download', '»', 'Mevlana', '2', 'Devamı', '–', 'Mevlana', '♥', '•', '6']",ham
282,"['16', '·', 'PDF', 'Etiketler', '😊', '18', '·', '16', '”', '●', '✓', '15', '”', '»', '→', '29', '[UNK]', '15', 'Devamı', '√', '·', 'PDF', 'Download', '39', 'Devamı', '»', 'Devamı', 'Devamı', '27', '→', 'Devamı', '2017', '24', '😊', 'Devamı', '–', '“', '😀', '—', '🙂', '←', 'Devamı', '”', 'Devamı', '•', '29']",ham
